,etype,lat,lon,depth,prefor_time,zerr,herr,mag,magtype,offset_km,CAT0,CAT1,CAT2,WC,CAT3,group,tidy_group,leafpos,leaf_color,link_level,leaf_coord,link_end,petype
uw61928807,su,48.742666666666665,-121.75383333333332,-600.0,2023-07-01 03:30:40.200,7010.0,2610.0,1.3,Ml,5.840253732907815,True,True,True,False,True,102.0,1.0,205.0,#00009b,0.2547000297345221,2145.0,2160.0,su
uw61938266,lf,48.77066666666666,-121.83666666666667,4480.0,2023-07-04 20:08:12.720,11420.0,530.0,1.48,Ml,1.4889609270312167,True,True,True,False,True,102.0,1.0,204.0,#00009b,0.20559066906571388,2165.0,2155.0,su
uw61938606,lf,48.7675,-121.79783333333332,3480.0,2023-07-06 10:40:55.520,26870.0,1030.0,1.28,Ml,1.6187890710514998,True,True,True,False,True,102.0,1.0,351.0,#00009b,0.3136708079686074,2825.0,2939.3803429603577,su
uw61939256,lf,48.7655,-121.81483333333335,4340.0,2023-07-10 01:38:20.490,31610.0,1150.0,1.23,Ml,1.0157197633379351,True,True,True,False,True,102.0,1.0,100.0,#00009b,0.3727162294089794,1085.0,1095.0,su
uw61939941,lf,48.779333333333334,-121.80849999999998,3880.0,2023-07-12 11:45:49.580,30280.0,1790.0,1.47,Ml,0.833859843892174,True,True,True,False,True,102.0,1.0,46.0,#00009b,0.18854153901338577,575.0,565.0,su
uw61931867,lf,48.7525,-121.83866666666664,4540.0,2023-07-15 03:18:15.240,10020.0,660.0,1.38,Ml,2.908739568421545,True,True,True,False,True,102.0,1.0,350.0,#00009b,0.30709857260961526,2835.0,3043.7606859207153,su
uw61932342,lf,48.75666666666667,-121.82566666666668,7080.0,2023-07-17 14:06:16.540,4490.0,450.0,1.38,Ml,2.0779002336232497,True,True,True,True,True,102.0,1.0,339.0,#00009b,0.05180259607732296,3585.0,3595.0,su
uw61933037,lf,48.775666666666666,-121.81033333333336,-310.0,2023-07-18 22:23:30.640,3790.0,1300.0,1.39,Ml,0.5196619406371766,True,True,True,True,True,102.0,1.0,231.0,#00009b,0.08810173720121384,2435.0,2445.0,su
uw61933492,lf,48.75483333333333,-121.74683333333331,4190.0,2023-07-20 13:38:15.390,31610.0,2460.0,1.43,Ml,5.602214386848572,True,True,True,False,True,102.0,1.0,212.0,#00009b,0.09137602150440216,2275.0,2285.0,su
uw61942576,lf,48.74766666666667,-121.83816666666668,4340.0,2023-07-21 10:05:23.800,8560.0,530.0,1.15,Ml,3.356424737104223,True,True,True,True,True,102.0,1.0,337.0,#00009b,0.06252348329871893,3555.0,3565.0,su
uw61942861,lf,48.758,-121.77666666666669,1990.0,2023-07-22 08:22:54.520,7350.0,3260.0,1.46,Ml,3.491820723090786,True,True,True,True,True,102.0,1.0,107.0,#00009b,0.2119005024433136,1185.0,1175.0,su
uw61943246,lf,48.75116666666667,-121.822,4480.0,2023-07-24 07:52:57.370,31610.0,620.0,1.31,Ml,2.6184133110258943,True,True,True,False,True,102.0,1.0,352.0,#00009b,0.49829681362411704,1425.0,1505.6694451255316,su
uw61943701,lf,48.75966666666667,-121.80216666666666,15140.0,2023-07-25 11:31:06.400,1550.0,470.0,1.4,Ml,1.9836409206210244,True,True,True,True,True,102.0,1.0,238.0,#00009b,0.0734172910451889,2495.0,2505.0,su
uw61944311,lf,48.78366666666667,-121.8115,18750.0,2023-07-27 12:20:14.800,1700.0,590.0,1.34,Ml,1.1015875768678534,True,True,True,True,True,102.0,1.0,346.0,#00009b,0.17382915082730746,3405.0,3446.884765625,su
uw61944556,lf,48.767,-121.833,4350.0,2023-07-28 03:27:33.140,18720.0,1090.0,1.42,Ml,1.4270391303418246,True,True,True,False,True,102.0,1.0,168.0,#00009b,0.1681693410500884,1785.0,1775.0,su
uw61936237,lf,48.88316666666667,-121.89033333333332,3720.0,2023-07-30 12:23:03.040,13640.0,1020.0,1.38,Ml,13.216591183732554,True,True,True,False,True,102.0,1.0,112.0,#00009b,0.1775566879659891,1225.0,1235.0,su
uw61937302,lf,48.772333333333336,-121.80566666666668,11840.0,2023-08-02 12:04:44.440,1210.0,520.0,1.17,Ml,0.878890113197195,True,True,True,True,True,102.0,1.0,338.0,#00009b,0.06252348329871893,3565.0,3555.0,su
uw61937357,lf,48.80833333333333,-121.82966666666668,23440.0,2023-08-02 16:32:12.450,2010.0,930.0,1.4,Ml,3.8715312935538906,True,True,True,False,True,102.0,1.0,124.0,#00009b,0.2071538157761097,1325.0,1335.0,su
uw61937972,lf,48.775166666666664,-121.84,4190.0,2023-08-04 15:36:17.260,31610.0,890.0,1.05,Ml,1.6724964436390637,True,True,True,False,True,102.0,1.0,229.0,#00009b,0.24161085486412048,2385.0,2375.0,su
uw61938077,eq,48.63183333333333,-121.94616666666668,860.0,2023-08-04 21:54:47.120,670.0,350.0,0.98,Ml,18.473247625443346,True,True,True,True,True,47.0,27.0,829.0,#c40000,0.23530376702547073,8365.0,8380.0,eq
uw61938222,lf,48.7715,-121.81233333333331,-690.0,2023-08-05 06:49:38.440,2110.0,930.0,1.45,Ml,0.4883576405426263,True,True,True,True,True,102.0,1.0,208.0,#00009b,0.24143868405371904,2175.0,2190.0,su
uw61938237,eq,48.62683333333333,-121.95583333333332,1010.0,2023-08-05 08:13:30.040,560.0,300.0,1.07,Ml,19.317179317769277,True,True,True,True,True,47.0,27.0,828.0,#c40000,0.17784029245376587,8385.0,8375.0,eq
uw61938537,eq,48.62716666666667,-121.9505,1250.0,2023-08-06 05:16:15.480,480.0,250.0,2.86,Ml,19.082062439740604,True,True,True,True,True,47.0,27.0,830.0,#c40000,0.40856914470593136,8355.0,8372.5,eq
uw61938557,eq,48.62733333333333,-121.95933333333336,1500.0,2023-08-06 09:09:17.000,660.0,340.0,0.92,Ml,19.40676290868573,True,True,True,True,True,47.0,27.0,827.0,#c40000,0.17784029245376587,8375.0,8385.0,eq
uw61938787,lf,48.773833333333336,-121.83316666666668,3320.0,2023-08-07 04:14:47.990,31610.0,620.0,1.05,Ml,1.172447010802644,True,True,True,False,True,102.0,1.0,325.0,#00009b,0.1576085463166237,3365.0,3375.0,su
uw61939222,lf,48.770833333333336,-121.82466666666669,-670.0,2023-08-07 19:33:50.960,3580.0,1410.0,1.44,Ml,0.6824060881105447,True,True,True,True,True,102.0,1.0,169.0,#00009b,0.1053748931735754,1805.0,1815.0,su
uw61939242,eq,48.868833333333335,-121.63383333333331,-1180.0,2023-08-07 19:55:09.730,840.0,920.0,2.01,Ml,17.037338390217343,True,True,True,False,True,26.0,77.0,18.0,#00008d,0.8044274151325226,235.0,225.0,eq
uw61940602,lf,48.78666666666667,-121.80466666666666,1760.0,2023-08-11 22:54:15.390,1260.0,1010.0,1.3,Ml,1.6351885554167405,True,True,True,True,True,102.0,1.0,345.0,#00009b,0.13845034688711166,3475.0,3505.078125,su
uw61940977,lf,48.754666666666665,-121.83616666666666,-1000.0,2023-08-13 12:17:16.220,1290.0,600.0,1.58,Ml,2.6070653608967898,True,True,True,True,True,102.0,1.0,263.0,#00009b,0.17021805776748805,2675.0,2694.375,su
uw61941392,lf,48.761,-121.83566666666668,-1000.0,2023-08-15 13:32:19.990,1930.0,770.0,1.33,Ml,2.0212669283709146,True,True,True,True,True,102.0,1.0,355.0,#00009b,0.8816777653641531,195.0,283.09224698017886,su
uw61941587,lf,48.769,-121.76966666666668,-960.0,2023-08-16 06:04:51.880,5470.0,3380.0,1.54,Ml,3.536880171296372,True,True,True,True,True,102.0,1.0,182.0,#00009b,0.2448371071368456,1925.0,1935.0,su
uw61941657,eq,48.83883333333333,-121.674,-1330.0,2023-08-16 18:35:30.070,3320.0,960.0,2.13,Ml,12.695068949435612,True,True,True,True,True,70.0,-1.0,11.0,k,0.655146911740303,185.0,175.0,eq
uw61941817,lf,48.75983333333333,-121.84116666666664,-710.0,2023-08-17 09:27:22.800,2470.0,900.0,1.5,Ml,2.397008388810254,True,True,True,True,True,102.0,1.0,183.0,#00009b,0.2448371071368456,1935.0,1925.0,su
uw61942152,su,48.7841,-121.9014,-1596.0,2023-08-18 16:16:35.730,,,-5.0,Mh,6.261550987439314,True,True,True,False,True,102.0,1.0,106.0,#00009b,0.2119005024433136,1175.0,1185.0,su
uw61942752,lf,48.76583333333333,-121.84550000000002,-990.0,2023-08-20 04:32:11.680,2500.0,720.0,1.29,Ml,2.2870682025749876,True,True,True,True,True,102.0,1.0,148.0,#00009b,0.2613162659108639,1595.0,1605.0,su
uw61943037,lf,48.798,-121.84116666666664,-750.0,2023-08-21 12:37:28.970,15650.0,9730.0,1.5,Ml,3.1483606264002875,True,True,True,False,True,102.0,1.0,250.0,#00009b,0.12083623688668013,2555.0,2574.375,su
uw61943217,lf,48.79783333333334,-121.79583333333336,-650.0,2023-08-22 07:20:44.730,1810.0,2020.0,1.4,Ml,3.0303399919523932,True,True,True,False,True,102.0,1.0,327.0,#00009b,0.0832799170166254,3425.0,3435.0,su
uw61943572,lf,48.745333333333335,-121.84166666666668,-390.0,2023-08-23 15:00:38.820,5680.0,1890.0,1.29,Ml,3.7062026396233345,True,True,True,False,True,102.0,1.0,192.0,#00009b,0.2681670906022191,2005.0,2020.0,su
uw61953621,lf,48.800666666666665,-121.84466666666668,-1010.0,2023-08-27 00:56:48.340,2960.0,1650.0,1.23,Ml,3.5377980293207925,True,True,True,True,True,102.0,1.0,328.0,#00009b,0.0832799170166254,3435.0,3425.0,su
uw61954101,lf,48.762,-121.82533333333332,-960.0,2023-08-28 07:33:05.090,2590.0,1110.0,1.28,Ml,1.5124321735954858,True,True,True,True,True,102.0,1.0,356.0,#00009b,0.2699255496263504,3625.0,3635.0,su
uw61945642,lf,48.758,-121.83716666666666,-650.0,2023-08-29 10:01:01.330,1470.0,590.0,1.05,Ml,2.346961529644876,True,True,True,True,True,102.0,1.0,326.0,#00009b,0.1576085463166237,3375.0,3365.0,su
uw61947442,lf,48.74766666666667,-121.84566666666666,-160.0,2023-09-01 14:51:39.190,2890.0,710.0,1.32,Ml,3.64111977513179,True,True,True,True,True,102.0,1.0,156.0,#00009b,0.35111795365810394,1645.0,1635.0,su
uw61947572,lf,48.715,-121.863,-480.0,2023-09-01 22:13:50.740,15890.0,1780.0,0.22,Md,7.4199333483745695,True,True,True,False,True,102.0,1.0,88.0,#00009b,0.312750275246799,965.0,975.0,su
uw61956746,lf,48.766333333333336,-121.81133333333332,-990.0,2023-09-03 06:26:54.760,2120.0,820.0,1.23,Ml,1.004776541634335,True,True,True,True,True,102.0,1.0,316.0,#00009b,0.19126662611961365,3235.0,3252.5,su
uw61957006,lf,48.775,-121.8555,2290.0,2023-09-04 11:02:54.040,880.0,1110.0,0.77,Ml,2.807294620528051,True,True,True,True,True,102.0,1.0,92.0,#00009b,0.4228665232658386,995.0,985.0,su
uw61957101,lf,48.74283333333333,-121.84733333333332,950.0,2023-09-04 19:59:23.210,7910.0,4440.0,1.39,Ml,4.156843396713502,True,True,True,False,True,102.0,1.0,117.0,#00009b,0.22740702331066132,1245.0,1255.0,su
uw61957606,eq,48.667,-122.02666666666669,5670.0,2023-09-06 14:36:43.570,3320.0,760.0,1.25,Ml,19.46891293327571,True,True,True,True,True,105.0,-1.0,537.0,k,0.6732621714472771,5445.0,5435.0,eq
uw61958071,eq,48.82666666666667,-121.82666666666664,-800.0,2023-09-08 04:27:54.210,2890.0,2300.0,1.34,Ml,5.842227056685112,True,True,True,True,True,102.0,1.0,109.0,#00009b,0.2936050871697565,1155.0,1172.5,su
uw61949892,lf,48.772333333333336,-121.84516666666669,-1010.0,2023-09-10 21:37:38.220,1950.0,810.0,1.35,Ml,2.063652231391925,True,True,True,True,True,102.0,1.0,353.0,#00009b,0.5677413123912164,855.0,944.2189236137716,su
uw61960561,lf,48.781333333333336,-121.84933333333332,-670.0,2023-09-18 02:15:35.940,4770.0,1860.0,1.44,Ml,2.474253092073614,True,True,True,True,True,102.0,1.0,211.0,#00009b,0.18882633931934834,2215.0,2230.0,su
uw61961741,lf,48.837666666666664,-121.85016666666668,-760.0,2023-09-23 01:18:21.100,3810.0,3740.0,1.48,Ml,7.427498697055516,True,True,True,True,True,102.0,1.0,215.0,#00009b,0.17475743715961775,2255.0,2272.5,su
uw61953862,lf,48.75483333333333,-121.84916666666666,-690.0,2023-09-28 06:36:34.340,1920.0,1020.0,1.47,Ml,3.205111276695517,True,True,True,False,True,102.0,1.0,221.0,#00009b,0.2674301955848932,2295.0,2305.0,su
uw61963166,lf,48.76166666666667,-121.83316666666668,-690.0,2023-09-30 16:07:30.830,2360.0,860.0,1.3,Ml,1.8455317094151296,True,True,True,True,True,102.0,1.0,354.0,#00009b,0.769161165442301,265.0,619.7379758414309,su
uw61964291,lf,48.75683333333333,-121.84316666666666,-660.0,2023-10-05 19:48:08.850,3800.0,1250.0,1.44,Ml,2.7352880941585287,True,True,True,True,True,102.0,1.0,143.0,#00009b,0.2013401654548943,1525.0,1535.0,su
uw61964706,lf,48.7595,-121.837,-340.0,2023-10-07 14:28:18.080,8700.0,4900.0,0.71,Mh,2.2109483256715463,True,True,True,False,True,102.0,1.0,90.0,#00009b,0.49695178866386414,955.0,970.0,su
uw61964861,eq,48.70516666666666,-121.87266666666665,31020.0,2023-10-08 02:41:17.290,2500.0,1280.0,1.01,Ml,8.717074183467442,True,True,True,True,True,30.0,8.0,410.0,#0004ff,0.5484696626663208,4165.0,4155.0,eq
uw61965106,lf,48.768166666666666,-121.8345,-740.0,2023-10-09 12:18:16.050,10940.0,5140.0,1.45,Ml,1.450352573881916,True,True,True,False,True,102.0,1.0,217.0,#00009b,0.23313727718777955,2205.0,2238.4375,su
uw61965641,lf,48.7595,-121.8425,130.0,2023-10-12 21:05:20.800,6210.0,3570.0,1.18,Ml,2.494160345051576,True,True,True,False,True,102.0,1.0,317.0,#00009b,0.1357311720494181,3275.0,3285.0,su
uw61965646,lf,48.77883333333333,-121.83666666666667,-290.0,2023-10-12 21:07:13.890,4880.0,3910.0,1.09,Ml,1.505711060072491,True,True,True,False,True,102.0,1.0,191.0,#00009b,0.1879065465182066,2025.0,2015.0,su
uw61958472,lf,48.767,-121.83166666666664,-680.0,2023-10-21 21:43:28.510,2220.0,840.0,1.35,Ml,1.3489551364017185,True,True,True,True,True,102.0,1.0,55.0,#00009b,0.26123611629009247,655.0,665.0,su
uw61960237,lf,48.782833333333336,-121.84266666666667,-680.0,2023-10-29 12:26:01.870,1260.0,590.0,1.47,Ml,2.083544553077646,True,True,True,True,True,102.0,1.0,105.0,#00009b,0.2321458701044321,1145.0,1135.0,su
uw61971021,lf,48.76583333333333,-121.833,-800.0,2023-11-07 12:35:50.930,5190.0,2440.0,1.19,Ml,1.5065516155880594,True,True,True,True,True,102.0,1.0,315.0,#00009b,0.17477386817336082,3245.0,3260.0,su
uw61971676,lf,48.75,-121.829,-120.0,2023-11-11 03:49:30.300,820.0,620.0,1.52,Ml,2.8584094591843736,True,True,True,True,True,102.0,1.0,152.0,#00009b,0.4493090921314433,1565.0,1583.75,su
uw61972281,lf,48.78333333333333,-121.88883333333334,-30.0,2023-11-15 13:19:14.020,5200.0,2480.0,1.44,Ml,5.340194764779843,True,True,True,True,True,102.0,1.0,153.0,#00009b,0.3632870172150433,1615.0,1625.0,su
uw61966522,lf,48.7855,-121.85399999999998,1050.0,2023-12-07 03:29:15.530,4380.0,3850.0,1.62,Ml,2.961001729985439,True,True,True,True,True,102.0,1.0,247.0,#00009b,0.05898355320096016,2585.0,2600.0,su
uw61980231,lf,48.7455,-121.8465,650.0,2024-01-17 14:03:45.710,1300.0,690.0,1.47,Ml,3.874595922194078,True,True,True,False,True,102.0,1.0,102.0,#00009b,0.3709453418850899,1105.0,1115.0,su
uw61980686,lf,48.7515,-121.83499999999998,380.0,2024-01-22 08:38:42.880,1400.0,590.0,1.17,Ml,2.8711804671138266,True,True,True,True,True,102.0,1.0,332.0,#00009b,0.11119997315108776,3445.0,3460.0,su
uw61981506,lf,48.754333333333335,-121.82883333333334,-660.0,2024-01-30 22:42:34.570,1140.0,600.0,1.32,Ml,2.3991784842768547,True,True,True,True,True,102.0,1.0,157.0,#00009b,0.23282929323613644,1665.0,1675.0,su
uw61983091,lf,48.760666666666665,-121.83883333333333,-660.0,2024-02-14 15:54:31.310,3100.0,1210.0,1.4,Ml,2.2091498958855804,True,True,True,True,True,102.0,1.0,104.0,#00009b,0.2321458701044321,1135.0,1145.0,su
uw61984826,lf,48.756166666666665,-121.82983333333334,2400.0,2024-02-26 13:29:33.890,1180.0,770.0,1.64,Ml,2.239108730750532,True,True,True,True,True,102.0,1.0,174.0,#00009b,0.09387525543570518,1845.0,1855.0,su
uw61987246,lf,48.7665,-121.84966666666668,-670.0,2024-03-04 14:38:10.440,1720.0,910.0,1.44,Ml,2.5403189084553786,True,True,True,True,True,102.0,1.0,116.0,#00009b,0.5103833093973142,1025.0,1076.484375,su
uw61980642,lf,48.7445,-121.84266666666667,130.0,2024-03-12 01:14:42.100,1550.0,590.0,1.57,Ml,3.822826439034122,True,True,True,False,True,102.0,1.0,261.0,#00009b,0.12957881848948696,2695.0,2712.5,su
uw61990451,lf,48.756166666666665,-121.84883333333336,-650.0,2024-03-19 05:51:27.350,1560.0,540.0,1.38,Ml,3.0874230986274296,True,True,True,True,True,102.0,1.0,342.0,#00009b,0.09531704839318991,3545.0,3571.25,su
uw61991956,lf,48.788666666666664,-121.85616666666668,-660.0,2024-03-24 05:07:28.000,1780.0,890.0,1.68,Ml,3.2609665711553477,True,True,True,True,True,102.0,1.0,228.0,#00009b,0.24161085486412048,2375.0,2385.0,su
uw61985207,lf,48.772,-121.81516666666668,-790.0,2024-03-30 02:08:18.150,2290.0,1060.0,1.35,Ml,0.3154188010853707,True,True,True,True,True,102.0,1.0,232.0,#00009b,0.08810173720121384,2445.0,2435.0,su
uw61503063,lf,48.76133333333333,-121.8435,-840.0,2024-04-04 09:08:15.030,2580.0,1260.0,1.05,Ml,2.4206118453307774,True,True,True,False,True,102.0,1.0,161.0,#00009b,0.1745167225599289,1685.0,1700.0,su
uw61987907,lf,48.754333333333335,-121.83216666666668,-690.0,2024-04-11 09:38:10.080,2260.0,690.0,1.64,Ml,2.4964836127580012,True,True,True,True,True,102.0,1.0,244.0,#00009b,0.22341004200279713,2515.0,2530.0,su
uw61997621,su,48.805,-121.80183333333332,-517.378,2024-04-18 10:52:11.150,10190.0,3020.0,-5.0,Mh,3.573560299079978,True,True,True,False,True,102.0,1.0,218.0,#00009b,0.33975955118474205,2095.0,2145.52734375,su
uw61999706,su,48.8008,-121.9201,-1590.58,2024-04-25 11:15:14.220,,,-5.0,Mh,8.08628462101463,True,True,True,False,True,102.0,1.0,103.0,#00009b,0.3709453418850899,1115.0,1105.0,su
uw61994347,lf,48.76,-121.808,1220.0,2024-05-05 05:50:39.080,8690.0,3360.0,1.55,Ml,1.7477190020584314,True,True,True,True,True,102.0,1.0,253.0,#00009b,0.08441173285245895,2665.0,2655.0,su
uw61996302,lf,48.8255,-121.87383333333332,16450.0,2024-05-10 08:16:51.000,1280.0,530.0,1.27,Ml,7.02637196141126,True,True,True,True,True,102.0,1.0,341.0,#00009b,0.07149025239050388,3575.0,3590.0,su
uw61996422,eq,48.75083333333333,-122.08766666666668,9330.0,2024-05-10 19:44:00.160,1500.0,2050.0,0.8200000000000001,Ml,19.999316407442706,True,True,True,False,True,28.0,-1.0,8.0,k,0.7160472571849823,135.0,125.0,eq
uw61996817,su,48.75,-121.82466666666669,-580.0,2024-05-11 20:21:42.270,31610.0,690.0,1.5,Ml,2.778832702403908,True,True,True,False,True,102.0,1.0,210.0,#00009b,0.1346573904156685,2235.0,2225.0,su
uw61998902,su,48.74783333333333,-121.84866666666667,-680.0,2024-05-18 01:03:59.810,31610.0,750.0,-5.0,Mh,3.7568076578504432,True,True,True,False,True,102.0,1.0,111.0,#00009b,0.1856236606836319,1205.0,1195.0,su
uw61999162,lf,48.73883333333333,-121.83466666666666,-820.0,2024-05-19 17:21:23.440,2520.0,960.0,1.09,Ml,4.167712155024574,True,True,True,True,True,102.0,1.0,87.0,#00009b,0.46856383480674896,885.0,904.6875,su
uw62008611,lf,48.80233333333334,-121.86066666666665,15950.0,2024-05-24 08:41:59.420,1270.0,870.0,0.98,Ml,4.440778842208494,True,True,True,False,True,102.0,1.0,230.0,#00009b,0.3282877840101719,2365.0,2380.0,su
uw62008936,su,48.739,-121.83416666666665,-500.0,2024-05-25 16:52:47.930,31610.0,590.0,1.58,Ml,4.13891584022986,True,True,True,False,True,102.0,1.0,170.0,#00009b,0.1053748931735754,1815.0,1805.0,su
uw62005052,su,48.762166666666666,-121.82633333333334,-680.0,2024-06-08 00:18:39.110,31610.0,1520.0,-5.0,Mh,1.52611389861971,True,True,True,False,True,102.0,1.0,206.0,#00009b,0.19555030018091202,2185.0,2195.0,su
uw62005492,lf,48.74516666666667,-121.83016666666668,-530.0,2024-06-09 10:22:06.930,3810.0,1950.0,1.21,Ml,3.3975377602637784,True,True,True,False,True,102.0,1.0,289.0,#00009b,0.1259325984865427,2995.0,3010.0,su
uw62006457,lf,48.752,-121.84416666666668,-670.0,2024-06-12 09:54:53.260,1250.0,430.0,1.46,Ml,3.1885994752570523,True,True,True,True,True,102.0,1.0,166.0,#00009b,0.22334630818416676,1735.0,1752.5,su
uw62006687,lf,48.787333333333336,-121.84433333333334,1000.0,2024-06-13 05:44:45.500,2290.0,2140.0,0.98,Ml,2.447313784970446,True,True,True,True,True,102.0,1.0,273.0,#00009b,0.20557600539177656,2815.0,2805.0,su
uw62007192,lf,48.75216666666667,-121.83866666666664,-810.0,2024-06-14 20:25:57.030,1760.0,710.0,1.46,Ml,2.9399857192515406,True,True,True,False,True,102.0,1.0,121.0,#00009b,0.14986632391810417,1295.0,1305.0,su
uw62008052,lf,48.747,-121.84833333333331,680.0,2024-06-17 06:46:08.170,3290.0,1420.0,1.09,Ml,3.81572129997246,True,True,True,True,True,102.0,1.0,290.0,#00009b,0.1736448494096597,2985.0,3002.5,su
uw62008057,lf,48.756166666666665,-121.83733333333332,-620.0,2024-06-17 06:48:43.360,2090.0,710.0,1.45,Ml,2.5167207007635435,True,True,True,True,True,102.0,1.0,132.0,#00009b,0.4537302618846297,1405.0,1415.0,su
uw62008072,eq,48.69616666666667,-121.96133333333331,6950.0,2024-06-17 09:31:02.650,2200.0,480.0,0.76,Ml,13.697375751714876,True,True,True,True,True,91.0,-1.0,4.0,k,0.5404987558722496,95.0,105.0,eq
uw62016661,lf,48.76433333333333,-121.83416666666665,-550.0,2024-06-18 21:41:00.280,2790.0,1070.0,1.38,Ml,1.6805963974451872,True,True,True,True,True,102.0,1.0,213.0,#00009b,0.09137602150440216,2285.0,2275.0,su
uw62017076,lf,48.79666666666667,-121.84183333333334,2390.0,2024-06-20 05:24:59.990,1370.0,1880.0,1.04,Ml,3.0550392963033333,True,True,True,True,True,102.0,1.0,274.0,#00009b,0.17904429137706757,2845.0,2855.0,su
uw62017166,lf,48.795833333333334,-121.80616666666668,3020.0,2024-06-20 16:19:21.230,31610.0,450.0,0.77,Ml,2.506220782708509,True,True,True,False,True,102.0,1.0,162.0,#00009b,0.3526370173320174,1655.0,1681.25,su
uw62017411,lf,48.75366666666667,-121.829,1390.0,2024-06-21 13:12:11.510,1130.0,650.0,1.38,Ml,2.472860513338381,True,True,True,False,True,102.0,1.0,146.0,#00009b,0.2333180345594883,1555.0,1545.0,su
uw62017631,eq,48.660333333333334,-122.02566666666668,490.0,2024-06-22 04:01:42.730,640.0,310.0,1.4,Ml,19.87696157173593,True,True,True,True,True,31.0,15.0,629.0,#80ff77,0.18923503160476685,6395.0,6405.0,eq
uw62017961,lf,48.76016666666666,-121.851,-690.0,2024-06-23 08:30:44.560,2290.0,1150.0,0.98,Ml,2.945777217493717,True,True,True,False,True,102.0,1.0,280.0,#00009b,0.11449398472905159,2945.0,2935.0,su
uw62018016,eq,48.658166666666666,-122.01816666666669,570.0,2024-06-23 16:12:40.470,660.0,300.0,1.79,Ml,19.615035638248564,True,True,True,True,True,31.0,15.0,630.0,#80ff77,0.18923503160476685,6405.0,6395.0,eq
uw62018061,lf,48.7985,-121.8095,-700.0,2024-06-23 19:14:52.120,4100.0,1740.0,1.37,Ml,2.727774996864832,True,True,True,True,True,102.0,1.0,214.0,#00009b,0.13499540090560913,2265.0,2280.0,su
uw62018251,eq,48.66116666666667,-122.02166666666665,520.0,2024-06-24 09:36:49.190,580.0,270.0,1.88,Ml,19.5922143118016,True,True,True,True,True,31.0,15.0,628.0,#80ff77,0.25560905039310455,6335.0,6352.5,eq
uw62010547,lf,48.849833333333336,-121.86016666666666,-830.0,2024-06-25 15:23:15.780,1580.0,3250.0,1.33,Ml,8.948462116190797,True,True,True,True,True,102.0,1.0,85.0,#00009b,0.406868246383965,905.0,923.75,su
uw62011227,lf,48.798833333333334,-121.83166666666664,-800.0,2024-06-27 13:35:37.020,3580.0,2160.0,1.54,Ml,2.9060498335521414,True,True,True,True,True,102.0,1.0,177.0,#00009b,0.10471995174884796,1875.0,1865.0,su
uw62011702,lf,48.849333333333334,-121.90933333333334,1790.0,2024-06-28 22:37:17.470,700.0,1690.0,1.28,Ml,10.712905394023752,True,True,True,True,True,102.0,1.0,283.0,#00009b,0.20272500054644688,2875.0,2908.125,su
uw62019971,lf,48.755833333333335,-121.89466666666668,7600.0,2024-06-29 21:22:01.890,1570.0,1090.0,1.01,Ml,6.045601602392942,True,True,True,False,True,102.0,1.0,288.0,#00009b,0.09332361072301865,3015.0,3005.0,su
uw62020311,lf,48.75333333333333,-121.8185,-700.0,2024-07-01 04:52:59.100,2940.0,1370.0,1.61,Ml,2.35566137779028,True,True,True,True,True,102.0,1.0,271.0,#00009b,0.3083269572816789,2775.0,2790.0,su
uw62020701,lf,48.756166666666665,-121.82483333333334,-700.0,2024-07-02 06:31:21.970,1460.0,760.0,1.01,Ml,2.1140485938521363,True,True,True,True,True,102.0,1.0,101.0,#00009b,0.3727162294089794,1095.0,1085.0,su
uw62013312,lf,48.72683333333333,-121.8145,-700.0,2024-07-04 06:10:55.840,2820.0,1180.0,1.45,Ml,5.304228644704682,True,True,True,True,True,102.0,1.0,113.0,#00009b,0.1775566879659891,1235.0,1225.0,su
uw62013477,lf,48.74666666666667,-121.85,-740.0,2024-07-05 03:02:26.790,1850.0,640.0,1.34,Ml,3.91923563908254,True,True,True,True,True,102.0,1.0,164.0,#00009b,0.13402564637362957,1765.0,1755.0,su
uw62022091,lf,48.739333333333335,-121.84233333333331,-460.0,2024-07-06 15:15:21.180,2510.0,790.0,1.49,Ml,4.322856680885441,True,True,True,True,True,102.0,1.0,127.0,#00009b,0.067487558349967,1385.0,1375.0,su
uw62023161,px,48.73883333333333,-121.85966666666668,-780.0,2024-07-09 23:25:34.680,31610.0,760.0,0.9,Ml,5.042052748174022,True,True,True,False,True,102.0,1.0,84.0,#00009b,0.36293478185931843,915.0,932.5,su
uw62015567,lf,48.760666666666665,-121.84016666666668,-690.0,2024-07-10 23:10:38.600,2880.0,1140.0,1.44,Ml,2.280305958703426,True,True,True,True,True,102.0,1.0,193.0,#00009b,0.23722585290670395,2035.0,2045.0,su
uw62016182,su,48.73983333333334,-121.82483333333334,-800.0,2024-07-13 01:13:52.010,31610.0,1190.0,1.58,Ml,3.895337272152,True,True,True,False,True,102.0,1.0,175.0,#00009b,0.09387525543570518,1855.0,1845.0,su
uw62016442,lf,48.772166666666664,-121.85833333333336,2440.0,2024-07-14 03:47:02.650,1030.0,750.0,1.13,Ml,3.0256106143205557,True,True,True,True,True,102.0,1.0,201.0,#00009b,0.2777240229770541,2115.0,2130.0,su
